,Category,Text,Classification
154561,Capacitismo,todo dia https://t.co/zqQqRnNL2T,
154562,Sexismo,de bosta gonorréia ambulante horroroso hétero top jururu jaca amassada jumento jabiru jaburu jair bolsonaro lambedora de privada lolzeiro lazarento leite azedo lata de bosta lixo merdinha mal caráter monte de bosta metralhadora de merda mané miserável mineta stan mocrea mais feio,
154563,Sexismo,@iraquemobrek A cara da maria fernanda lançar um desse bem Rampeira @_mariafgw,
154564,Capacitismo,@APawlicki3 @kamiljannasz @partiarazem @elonmusk Debil myśli że jakiekolwiek samochody są eko 😂 https://t.co/VGM3fPLXfr,
154565,Sexismo,como que existe sapatao bolsonarista,
154566,Etnia,ESSA PORRA É NA SERRA DE CARAGUA A MAGALI Q PARECE UM MACACO https://t.co/jR62qPh0hL,
154567,Capacitismo,@CaiusDacian @condorianix @BgarciaBarros Te vuelvo a repetir que trabajo con ellos. Se en emea lo que facturan en publicidad y los beneficios que tienen. Te repito que tienes una comprensión lectora bastante deficiente.,
154568,Calunia,@HOWLSMUSE entendo visando por esse lado realmente espero que n tenha se ofendido com oq disse jsjds nn quis ser rude,
154569,Aparencia,@MeirelesTay Eu não né miga? Preciso desse feioso não kkkk,
154570,Sexismo,@choquei @vminervas cadela vc me iludiu .,
154571,Capacitismo,Doida p viver o novo ai de mim de não fazer o ano de 2023 o melhor ano da minha vida. ✨,
154572,Capacitismo,@Bolsonariana11 @andersonfasio Como tem Debilmental na Mídia....no maximo eles entendem de Drogas.E so!!!,
154573,Capacitismo,@marcosa98507154 @zoemartinez_05 Mais um anencéfalo debiloide…,
154574,Sexismo,nasci com a xoxota toda aberta para a lua o sonhos das menines é me ver todinha nua no banheiro da escola já sacava meu talento roçava bem gostoso e n perdia o movimento na universidade me tornei sapatao fiz mestrado em xereca doutorado em tesao,
154575,Xenofobia,Roceiro sertanejo emo tirinha por Ednaldo Pereira galego e fãs de Giu e lives de audiência no apoia-se Ednaldo Pereira anjo arte por Hugo Na mira montagem por valeu Ednaldo Pereira controle remoto montagem,
154576,Sexismo,@Lucca5432 pqp,
154577,Sexismo,@2015tmlinson cadela é vc,
154578,Etnia,@PrimeXciv @whodis00000 @rainhapura Tem mais impacto no desiquilíbrio alimentar mundial uma Ucrânia que um Brasil não fosse o país eslavo o celeiro do mundo. Estou nas tintas para um país que fala um dialecto derivado do português arcaico onde não entendo 99 % dos falantes desse crioulo.,
154579,Capacitismo,De Vrij aidético,
154580,Xenofobia,@raffascarvalho Você foi quem chegou mais perto Rafa! Os resultados foram:  Ousadia &amp; Alegria: 34 (isso ferrou todo mundo) EuroBasket: 11 (só o Luka jogou) Prêmio Pampers: 23 (por um!)  Ass. Direção,
154581,Assedio,@potranquinha_ Rabão delicioso demais,
154582,Capacitismo,hay veces que soy tan estupida que cago td   con cualquier cosa que hago,
154583,Capacitismo,@Dougrassola Quero goza Secretaria q trabalha o dia inteiro comigo Estou correndo um grande perigo De ir parar no tribunal,
154584,Calunia,@CharlesLajoie10 I'd add: ...dangerous but really only to those who wants to subjugate everyone around them.  Someone who's independant who can make his/her own mind and is not easily agreeable  will often be persecuted as a dangerous marginal by those who want to control all. 1/2,
154585,Etnia,@merycarvalho261 Para que mentir? Só serve de munição para os canhotos.,
154586,Capacitismo,Eu tô vendo ovni sobrevoar o céu do Rio ou eu tô maluco????,
154587,Capacitismo,puta que pariu tem dois mongoloide atrás de mim fzd uns comentários tão bestas durante as palestras q eu perdi total a linha de raciocínio,
154588,Capacitismo,q estupidez esta diciendo ese hp,
154589,Capacitismo,@minyngk estas drogado,
154590,Sexismo,eu era mais legal sendo uma vagabunda,
154591,Politica,@JornalOGlobo @malugaspar Jornalistas têm opinião pra tudo inclusive assuntos que nada entendem. No entanto sobre os golpistas deixam aberta a alternativa da liberdade de expressão. Ah só  rumores ainda não é golpe. Generalvice na chapa fascistano protesto dos alucinados estimular que esperem dia D!,
154592,Calunia,quem essa mina acha que é pra estar falando do trabalho dos outros vai tomar banho o fedorenta,
154593,Calunia,Physics and the Web are both about the relationship between the small and the large,
154594,Capacitismo,Acabo de pasar por el mural de Messi y un hijo de re mil pta le clavó un aire bien en el medio por dios q bronca,
154595,Calunia,@AnaJuli81519373 vai lavar tua orelha vai fedorenta,
154596,Sexismo,Terminar a noite vendo a minha muie bagi fazendo teoria de #SinaisDoOutroLado,
154597,Capacitismo,CARALHO EU INSTALEI O KOO TA DOIDO VOU DESINSTALAR ESSA PORRA NAO SABIA DO EXPOSED,
154598,Sexismo,@mausenna @nicolau_pqbarro Acho chiqueirinho! Ainda mais quando tem alguma trepadeira fazendo sombra 🤍🥲! Nossos dias de burguesas chegaram,
154599,Capacitismo,@hdemauleon Para mi es la selección más débil que nos ha representado de los últimos 7 mundiales,
154600,Capacitismo,@Fer_Saints41 @espetobh @zezimcomedia @Rconstantino Quem e o alienado nessa historia mesmo?,
154601,Calunia,@fisgonmonero Cuando sólo escucha a alguien que es egocéntrico incapaz de ocupar un puesto por el que se le paga y sobre todo es fanático ciego dirá cualquier cosa con tal de quedar bien con su patrón,
154602,Assedio,td guria q se acha bunduda é insuportável,
154603,Capacitismo,@ayukawanako Jaja pobre. Amo esa cara de Okabe apenado🙈💓,
154604,Capacitismo,@daeronzhokwa @VNeptunite @Patrick08818777 @curroggg @greenteatattoos Por último te voy a bloquear porque ha quedado claro que a parte de ser un estúpido no te llega el riego al cerebro. Estudia que el saber no ocupa lugar hdp,
154605,Capacitismo,“sem bebida pro drogado só pro motorista” enfim sabadou,
154606,Capacitismo,@Pity_gts93 Un drogado,
154607,Capacitismo,https://t.co/OyteMN3wqn Debil Zelenskyy😂😂😂,
154608,Capacitismo,@jander_caua My friendly neghboville Amanda the adventures update Hungty lhamu,
154609,Aparencia,@ValdineiaP45 @TalitaDosReyes Essa feioza aí  nem com reza braba só se ela se ofereceu pra incriminar ele !!! Mais vai ser tudo esclarecido porquê tem muitas câmeras,
154610,Sexismo,sabia que cabem 2 humanos em cada artéria de um coração de baleia? — CADA ARTERIA????? https://t.co/V6NZNWDARp,
154611,Assedio,@Marcelasantta @Gui__147 se eu decorar isso vou passar no Enem Marcela Safada?,
154612,Capacitismo,depende https://t.co/QivYNxdaaE,
154613,Capacitismo,@Guthbsb @NerulioJ Fala pra essa debiloide mimada e sem caráter ficar calminha que ainda tem muita água pra rolar e quando vier vai ser um tsunami. #LulaVergonhaNacional,
154614,Capacitismo,@UOLNoticias Queria que ele fosse à cavalo ohh... Sr. JORNAZISTA debiloide malucão?,
154615,Sexismo,@iansalmar eu aí,
154616,Politica,MEU DEUS O KOOL É FACISTA https://t.co/u6g7JmntMJ,
154617,Homofobia,@apropriadextora Fodam-se os patriotas eu só quero saber onde tem gabarito extraoficial do enem,
154618,Calunia,@MagnoMalta @jairbolsonaro Sai daí cornao !,
154619,Capacitismo,@Matheus_couto13 @lucas_tylty Mas o cara tbm n bateu né retardado kkkk a copa já começou ? E pela tentativa o tilty vai tentar 64 JOGOS,
154620,Capacitismo,@xQuestionMan « cualquiera o incluso el murciélago. QUE PESADILLA.  ——Lo que le faltaba si es que ya tenía hasta ganas de usar su mazo.   A ver ella era la psiquiatra ahí cUIDADO CON LO QUE DECÍA. Lo último la dejó pensando y se paró en seco apenada——.  ¡Eh que yo soy muy »,
154621,Calunia,@Dizrespekt83 @EVerastegui @CPACMexico Fanático religioso ves que fácil es sacar la verdadera cara de ustedes?,
154622,Capacitismo,a quantidade de pessoas que veio falar comigo encheu me bué o coração ainda bem que amaram a noite e o meu velho canceroso à beira da morte,
154623,Assedio,Tão testuda que se uso filtro aparece uma linha de até onde vai o filtro (na metade da testa),
154624,Capacitismo,@yexkoo ES ANORMAL EL AMOR Q LE TENGO,
154625,Sexismo,@Baleia_galactic @DiegoBR142 @iara_morbiducci Fora não aceitarem um bandido sentar na cadeira da presidência. Bandido este que chamou o povo que LITERALMENTE leva a comida à sua mesa de fascista e direitista. De criminosos e golpistas. Tu é um moleque! Sem mais.,
154626,Xenofobia,que dia ruim energia ruim como pode? não sei quem tá mexendo com o meu boneco de voodoo mais para de judiar dele pfvr,
154627,Calunia,@aabigaail_1 cornuda,
154628,Aparencia,@Xboxx88 @PlayEternal1 @fabao36 Chora menos fanboy! Chora menos que tá feio já! https://t.co/12YjyORAEk,
154629,Capacitismo,@vladomirosevic Es sencillamente imposible subir el nivel. Uds se han desprestigiado a tal nivel q hasta 1 rata 🐀 leprosa y putrefacta tiene mejor estampa q uds vagos d mierda son solo bacterias 🦠 parásitas que viven a costillas nuestras son la puta miseria de este país son basura mierda!!,
154630,Etnia,@aaleexb__ @anthuan_d99 me pido a Tom,
154631,Capacitismo,@mark_escaa palabras d un débil perdedor animo,
154632,Etnia,@ultimor0mantic0 Denigrir é um verbo racista meu mano Mumu tente outros termos nas próximas. Tmj,
154633,Aparencia,Para de lançar furry bonito e fofo riot é o SEGUNDO furry seguido que vocês lançam cade os mosntrao do void uns bicho feiozo @riotgames,
154634,Capacitismo,@Kaetsremvs @slavethule futuro aidético,
154635,Capacitismo,"En realidad lo que padece #SharonStone según su propia información es un tumor no canceroso. Claro esto no es un buen titular. Sharon Stone revela que tiene cáncer tras pedir ""una segunda opinión"" por un diagnóstico erróneo https://t.co/OX76Yk46zg",
154636,Calunia,@Evansridx Claro que sim vou te chamar de fedido agora,
154637,Xenofobia,Parabéns aos presidentes. Já não era sem tempo! Aqui na Paraíba só silêncio e eventos sociais. Para minha tristeza… https://t.co/LUhFtjomXu,
154638,Capacitismo,e eu acho uma pena por que o boyxota é um gato mas é um debiloide um debilmental,
154639,Capacitismo,@paulacfcoelho @IvanValente https://t.co/McOYi7JLdO,
154640,Capacitismo,@felipeneto Vai p lá Paga pau de Maduro. Parece besta. Tá vendo não nego fugindo a pé da Venezuela idiota? Nego pegando barquinho p fugir idiota. Quer igual aqui mongol?,
154641,Capacitismo,Cortaron mis ramas pero no pudieron sacar mis raices.,
154642,Etnia,@lucaceesario @_donymarini_ @renappetro @Tomasaragona_ @moresoleer19 Amigo a mi el pelo me crece a vos la cara de negro y el pitito de manicero no se te van,
154643,Assedio,@Thiagosp_1909 Chupadeira dadeira de cu me responde do WhatsApp um dia desses,
154644,Xenofobia,@FakeCJ322 @camourets PERA PERDI ESSA PARTE,
154645,Sexismo,@brr_111 aaa eu amo essa cachorra,
154646,Capacitismo,@IsVahoosz Lo malo de que cualquier mongol esté verificado.,
154647,Capacitismo,anao corno miora,
154648,Capacitismo,@luche_70 Buen día 😃,
154649,Capacitismo,@Gen_VillasBoas Atentado a democracia é um bando de velho esclerosado pedindo ditadura aliás ditadura e lamber botas de milico jamais 😉👍,
154650,Politica,@viinnysant @AnaXataOficial @ValeroCosta @STFoficial @policiafederal @MPF_PGR @PCERJ @jairbolsonaro @PauloMartins10 @AnaPaulaVolei @BolsonaroSP @FlavioBolsonaro @CarlosBolsonaro @carlosjordy A covarde me bloqueou pra eu não jogar mais na cara dela que ela é tão CORRUPTA QUANTO O LADRÃO QUE VCS DEFENDEM...  Mas degustem bem o preto de hoje que o Bolsonaro proporcionou pq o seu LADRÃO de estimação vai acabar com tudo!,
154651,Capacitismo,eu odeio a péssima mania da ana clara de socar as pessoas quando está escutando uma música q ela gosta,
154652,Capacitismo,"@NOXIANDECEIVER • Por um instante o rei gelou ao sentir o toque tão direto em seu rosto tentando raciocinar oque estava acontecendo; O tom esverdeado foi tomando conta do rosto pálido e notando o quão estava ""estúpido"" revirou a cabeça grosseiramente pro lado.  Tsk ! Por que isso ??",
154653,Calunia,Omg bué cute amoooooo  Sigam-me no bereal para mais cornisse https://t.co/R6QFDniBxS,
154654,Capacitismo,@ThFerrier Non ils sont métis eurasiens et leur société fonctionne sur un mode typiquement turco-mongol. Les Russes aryens ne sont qu'une minorité les autres russes dits blancs appartiennent à d'autres ethnies.  Voir l'excellent entretien d'Ego Non avec Pascal Lassalle à ce sujet.,
154655,Calunia,@CdEdFdFpE13 @GiuseppeNoc Osea que soy un fanático religioso por dudar de ciertos puntos de mi propia fe y negarme a condenar ciegamente homosexuales?,
154656,Sexismo,q vontade de uma piroca grossa,
154657,Capacitismo,@Micheeeeeelll Oloco kkkkk se eu bebo se sabe de cara q tô bêbado de tão lezado q fico kkkkk,
154658,Religião,@Vilela1988 Sim o catolicismo é dogmático o que é verdade deve ser seguido e não devemos afrouxar nossa doutrina porque um frei herege na Alemanha decidiu fazê-lo por não conseguir viver o sacerdócio e o celibato.,
154659,Xenofobia,@Rconstantino Mto bem Japa paraguaio é um picareta como toda gangue,
154660,Sexismo,Com muito orgulho eu foi bloqueado por esta mocrea golpista. Espero que seja processada pela pgr e perca o direito de ser Jornazista https://t.co/kDHpigJjqo,
154661,Aparencia,@choquei Feioso eu não gosto nem em mim imagina nós outro se pudesse eu nascia sem pelo nenhum no corpo só com barba e cabelo.,
154662,Assedio,oi aprendi a f1 de verdade hj oba,
154663,Capacitismo,@corskillo to falando de tu não doida,
154664,Xenofobia,🤭 perdón me reí jajajaajaj lpm gringos cant relate https://t.co/9mwIbbVNWT,
154665,Assedio,olha eu dnv falando com minha ex,
154666,Homofobia,@yuri123456779 @choquei Enquanto a cadela late o veado fica caladinho ! Au au … https://t.co/raZmj7inxx,
154667,Sexismo,@ericmntro pagando um honorário bom pra mim pode me chamar de cadelona,
154668,Capacitismo,@RUBENNARANJO @MONYRODRIGUEZOF 🤣🤣🤣🤣🤣🤣🤣🤣 payaso e ingenio sigue así de pendejo que vas a llegar más lejos que los lavadores de dólares. Que imbécil tan grande este.,
154669,Capacitismo,@deitonalua quando é pra ser lerdo ele n é,
154670,Homofobia,@LizMarilyn38 Veadinho e veadão!,
154671,Capacitismo,@rafaelfms Sim isso dos fanáticos é foda. Mas o q acho mais zoado é a mancha q criou com o United sempre foram os torcedores que mais amaram ele. Cantam o nome do cara mesmo nessa fase podre. No Real Madrid já teve vaias pro Cr7 no auge,
154672,Calunia,Fav si sos cornudo,
154673,Etnia,@giorgioscorner bolo do macaco,
154674,Homofobia,@caoticjulia te amo bicha,
154675,Assedio,@rondofblood a jovem cuzuda do jeito que é n vai fazer é porra nenhuma,
154676,Calunia,(For clarity Trump’s best moment was when he told a kid that belief in Santa Claus is “marginal” at age 7.),
154677,Homofobia,26% estão de viadagem https://t.co/FgeyWPG2jz,
154678,Calunia,Echeniga es un perrito Chihuahua q ladra como un Dóberman. Fin,
154679,Politica,A horas⏳de que dé inicio la @fifaworldcup_es más polémica y corrupta de la historia 🤑⚽🏆 ... Que emoción!!!! 🤩,
154680,Calunia,Period 5 (02:00-02:30): NIV -502MWh system long bids set price of £50.0/MWh,
154681,Xenofobia,En nada juego la primera ronda de la Baltic Playground promotion (para ascender a ultraliga 2) con la tropa polaca de @EuropeSaviorsCB .  https://t.co/vEtYNcIMa3,
154682,Capacitismo,Era só um friozinho desse agora hein https://t.co/tZupChxJFm,
154683,Politica,El 20 de noviembre de 1984 los fascista Luis Gordillo y Rafael Sanchez Ocaña asesinaban a Santi Brouard. José Amedo: en la reunión donde se decidió asesinar a Santi estaban Txiki Benegas y Ramón Jauregi. https://t.co/7AvgJtERVN,
154684,Capacitismo,@77_frota @UOLNoticias @UOL Deputado @77_frota  precisamos parar de dar ouvidos a essa múmia esta esclerosado e sabe que perdeu a mamata! Desespero puro!,
154685,Sexismo,@AlejandroReal71 Aunque le digan lo que sea ya no entiende nada quedó bien  tarado desde la lesión en el cráneo,
154686,Politica,eu choro de rir toda vez com o mc donalds comunista https://t.co/bS6Z6nY9am,
154687,Etnia,@GbyMorais @MarlonFontoura1 @eudremichael @Zambelli2210 Em primeiro lugar denigrir pelo sentido etimológico é racismo (coisa que uma escritora deveria saber). Segundo: leia meu primeiro Tweet de resposta sobre “responder a um crime praticando outro”. Vcs não têm interpretação jurídica tira embasamento do rab0 e querem o que mais?,
154688,Politica,"@MarcioS13643690 @gleisi ""Amante"" das propinas! Mulherzinha sem escrúpulos asquerosa e mau-caráter! Essa é a plastificada @gleisi Corrupta igual ao pilantra ladrão traidor da pátria @LulaOficial",
154689,Calunia,@GFiuza_Oficial Malandro é malandro mané é mané,
154690,Sexismo,@616walters mocreia que não aguenta 3 minutos de música andando pelo palco,
154691,Capacitismo,Lo que le costó con esfuerzo y bien ganado regresar a selección BENZEMA se lesiona 😐 Francia más débil que nunca 😪 @Benzema vaya sino hará falta a confiar en la tortuga ninja.,
154692,Homofobia,eu guardando meus wild cores pra dezembro pra soltar como uma veada feliz pela selva https://t.co/A3PW9jAKAI,
154693,Sexismo,cadela eu tô pensando em dinheiro sei que essas **** querem um nego verdadeiro ,
154694,Capacitismo,@chalamaty AMIGADMWSKQNS,
154695,Capacitismo,10. Lázaro Báez (prisión domiciliaria) 11. Norma Morriningo (prisión domiciliaria) 12. Guillermo Molina (Bahía Blanca) 13. José Burgos (Bahía Blanca) • Humberto Arnaldo Monteros Bravo preso en Bahía Blanca falleció de Covid contagiado en una audiencia judicial presencial.,
154696,Capacitismo,Josep Tarradellas: en política se puede hacer de todo menos el ridículo de analfabeta que está llevando a cabo Missis https://t.co/oOKs6pi9NU manta de esta Sra es de Palencia en pleno https://t.co/FMS3X80Vcc suma una idea con https://t.co/Svp95aLToD psiquiatría se creó para eso!,
154697,Capacitismo,Sdd de 2018/2019/2020 nessa época só saia anime foda com dublagem foda roteiro foda e animação foda :(,
154698,Calunia,A cara do meliante https://t.co/09CKqI45nr,
154699,Calunia,@Ly0nard0 A bicha foi renegada por esse fedido por 2 anos ele nunca falou que estava com ela abertamente,
154700,Calunia,@Taniaramirezga2 @MartinVizcarraC La prensa que no habla de tus fechorías RATERA TENDERA LADRONA DE DESODORANTES atención @OEA_oficial,
154701,Sexismo,quem é mais foda que essa vadia? https://t.co/f966zh85iY,
154702,Sexismo,@leandroruschel Teria ele sugerido ao Moro q nomeasse  mocrea?,
154703,Xenofobia,"🇰🇬🇧🇾 O Quirguistão comprou de Belarus o sistema de defesa antiaérea ""Pechora-2BM"". O ministro da Defesa do Quirguistão Baktybek Bekbolotov disse que o equipamento chegará no país em breve. Segundo ele as negociações com a Beltechexport estavam em andamento desde 2021. https://t.co/CF2zCvZGWn",
154704,Xenofobia,@YonkouNiji Boa Noite,
154705,Politica,1934: Italia fascista 1970: la dictadura perfecta del PRI en México 1978: dictadura militar en Argentina 1986: otra vez México bajo el PRI 2018: la autocracia de Putin en Rusia 2022: el régimen autoritario islamista de Catar,
154706,Capacitismo,quanto ao cara ir trabalhar logo dps na aws ficou bem estranho.....  ...mas se eu fosse recrutador da aws e vejo que o cara q rodou um mondrongo que é um datasus utilizando os serviços da minha empresa está avulso por aí eu seria o primeiro a fazer um convite,
154707,Sexismo,sou sapatao,
154708,Calunia,@jhenifer_Mede cornisse mofia,
154709,Capacitismo,q tierna boba  estupida maricona feliz insoportable q soy enamoradaa,
154710,Capacitismo,@GloboNews 1 - ele não é Presidente; 2 - não foi convidado como chefe de estado para COP27; 3 - foi convidado como mero palestrante! 4 - ou quem convidou pague ou ele vá de meios próprios!  Aí eu pergunto pq ele quer usar avião oficial do Brasil se ele não nada?!  Ah sim ex apenado!,
154711,Etnia,I really wanna know why my kid was up from 3-4 am watching tv…. I was so confused when I woke up out my sleep,
154712,Sexismo,@Pabloneca @NamharVascao @mesaredonda Porra traveco vai se fuder pra lá,
154713,Capacitismo,@sun_shayne7 O meu ficou @elane_pereira e acho que tá zoado não consigo editar nada nem foto nem o perfil.,
154714,Homofobia,Frio... https://t.co/ABi2Emfq68,
154715,Homofobia,@JoaquinTeixeira @tvglobo Achei meio boiola essa empurradinha  racista..  muita palhaçada. Mas o erick faria..,
154716,Capacitismo,@DCM_online A idade nao fez bem ta esclerosado so pode,
154717,Sexismo,Grasiele sua vagabunda para de postar pack de madrugada pq sempre Flopa nas primeiras horas QUE ÓDIO,
154718,Capacitismo,@realpfigueiredo Lula saiu da prisão para se eleger pelo sistema debilóide.,
154719,Capacitismo,@el_analista2020 Derechista e izquierda este imbecil ya no tiene cerebro.,
154720,Xenofobia,@QuelonioShinobi As minas que possuem Onlyfans hoje são as mães solteiras de amanhã que vão dar em cima dos nerds pra eles custearem a sobrevivência das crianças delas. Amanhã elas estarão caçando os nerds que faturam bastante.,
154721,Xenofobia,Cuidado comunistas usando a bandeira do Brasil. Tá cheio de patriota paraguaio.,
154722,Etnia,kkkkkkkkkkkkkkkk polícia bateu em uma casa q só tem preto mano qual pode ser o resultado disso,
154723,Sexismo,Você tem mesmo o grande desejo em ser ridículo hein! Vagabundo inútil https://t.co/JAFpAKscdR,
154724,Capacitismo,@vvarionlol mefix ci zjezdza kurwo,
154725,Calunia,@DanielV27119000 Como condenado se ele colocou sigilo de 100 anos na ladroeira dele e da família?,
154726,Capacitismo,zoiudo https://t.co/GhJnC414RP,
154727,Calunia,@DaFabulosas @VeiaCaduncan50 Vc está perecendo eleitora de lula pedindo a volta do ladrão. O perfil é para aplicar golpe nas pessoas.,
154728,Xenofobia,@Luisalachan1 🫶🏻🫶🏻🫶🏻,
154729,Xenofobia,@thiguilherme Leva eles pra casa cidadão.  Os caras sangram uma nação e isso não te incomoda?  Tá podre por dentro.,
154730,Etnia,já peguei loira morena mulata a branca e a preta,
154731,Capacitismo,@lucasmaciel Foi super bom a sua cara @lucasmaciel nem respondendo a Débora  Débora sempre fazendo cena,
154732,Sexismo,mas me liga dps que eu tô ocupado  que tem uma cachorra aqui de quatro rebolando pra caralho kikando pra caralho,
154733,Aparencia,@BregaBregoso Msr só roupa feiosa,
154734,Assedio,como assim o twitter tá acabando??,
154735,Homofobia,@xxymii entt né veada,
154736,Homofobia,mortal de frente mortal de lado vem com o vinininho teu aiiii fica arregassado🎼🎶🎼🎶🎤,
154737,Homofobia,@macetaxotas VEI COMPRA AS DLC vale mt a pena,
154738,Assedio,Só adiciona um pouquinho mais de texto mihoyo muinto triste ler as habilidade da qiqi e ter 2 caractere e meio e ela tinha potencial pra ser tao boazuda https://t.co/2NQE2pdWbW,
154739,Etnia,Cabou a água da cidade aí passei sede no cemitério e ralei o joelho vim pra casa tomar banho inventei de depilar a perna q tava uma macaca e a água da caixa acabou quando eu tava na metade🤡🤡🤡🤡,
154740,Etnia,@nightwar6s Escuta aqui seu  Preto Tiçao Carvão Petróleo Asfalto  Urubu  Filhote de macaco Albino invertido Preto da desgraça Macaco do kongo Demônio escuro Prompt de Comando Personagem Bloqueado Tiziu  Tição mau apagado  Criolo  Peste Negra RGB(000) Hélio Bolsonaro Sabonete de mecânico,
154741,Capacitismo,@eurenesilva Racismo estrutural é evidente neste país.  Claramente esse estúpido não agiria assim se fosse um homem branco. O choro revela como deve ser difícil viver  diante de tanta crueldade. Punição ao motorista do Uber!! E aí @Uber_Brasil . Quais providências irá tomar?,
154742,Capacitismo,@aosakibar @BMendonxa é a aidetica?,
154743,Assedio,@cecilia_macedo_ Amiga queimei o dedo e minha alergia atacou fora minha mao rachada,
154744,Capacitismo,@euMarinaMamede @heytauat Típica resposta de debilóide que não tem argumento.,
154745,Assedio,muito louco pensar que eu gravei wannabe de cor mt rápido quando saiu e hoje eu canto ela inteira me achando a bocetuda que coisa neah,
154746,Etnia,Abaré da Rio Bonito… Mais um trabalho concluído! Siga @crioulo.riobonito em Ponta Grossa-PR https://t.co/R7KAJX8bFh,
154747,Assedio,@alraibd que ÓDIOOOOOOOO,
154748,Politica,@Dr_AlexKalderon @nayibbukele A este viejo hijo de puta ya se le ubiera detenido por corrupto cuanto dinero se arto este mage del pueblo honrrado,
154749,Capacitismo,Ja to me considerando um tuberculoso pq porra 2 semanas DIRETO tossindo nao aguento mais irmão,
154750,Assedio,@PessoasTraindo toma lapada na rachada kkkkk,
154751,Sexismo,@macetaxotas NCOSNKCSMKDKSKZ,
154752,Capacitismo,Mds ela forçando essas caras eu is pensar que era um filme de debilmental https://t.co/Pddq88NqhF,
154753,Etnia,@_maip__ bueno a mí me dicen mulata  😹😹😹,
154754,Assedio,@randolfeap Tu não passa de um bandido seu baixinho com vez de taquara rachada. Carrapato do Renan Calheiros.,
154755,Xenofobia,@RosadeLejos6 @Semabe2010 @NetflixLAT La están dando bastante en TNT.,
154756,Homofobia,@pietrafcarv @wwwpblo Sim tu vai ve o tamanho da minha viadagem kkkkkk,
154757,Capacitismo,eu tenho certeza que se eu abrir esse tweet vai ter retardado mandando fazer o L https://t.co/zhlsEdzmdo,
154758,Etnia,[Amazon] Baralho Class Modern Estojo Duplo Naipe Grande - Preto/Dourado - Copag R$ 4990 #desconto #oferta #promocao #baralho https://t.co/KQuCcR6Nne,
154759,Calunia,Transporte público no DF domingo é mais que fuleiro é pura cornagem,
154760,Calunia,@LulaOficial Ladrao!,
154761,Capacitismo,@CarlosA_Sanches esse cabra já deve ter morrido (aidético é grupo de risco),
154762,Xenofobia,@JornalOGlobo O Pravda tupiniquim (hoje um papel higiênico áspero frágil e vagabundo) segue tentando se salvar pendurado no saco do maior bandido que a política brasileira já pariu. O povo não aceitará a imposição da narco-ditadura petista canalhas!,
154763,Xenofobia,Cerveja gelada  pagode estragando a baianada reunida tudo que eu queria pra esse domingo,
154764,Sexismo,@martaalfano Un tarado importante. Ya está bloqueado,
154765,Capacitismo,@QuinteroCalle Acá lo único claro es que el papá es un bandido corrupto y los niños no tienen la culpa de su conducta delictiva y sexual juguetón cierto pinturita jajajaja 🤣 juega espaditas con Alex florez borracho y drogado jajajaja 🤣 JUGUETÓN jajajaja 🤣 sale del closet como ZULETA jajaja,
154766,Calunia,Aturando velho fedido comendo coxinha ouvindo só musica braba de 2010 amo meu trabalho,
154767,Calunia,@girlyounknow Vamos a votar por el regreso de Holder es el mas razonable de los otros 3.,
154768,Homofobia,@memuu_chan フォローありがとうございます！ フォロバさせて頂きました！,
154769,Sexismo,@veuxxpas o que é uma rampeira?,
154770,Xenofobia,Minha paixão por tudo que envolva o espaçoé tão indescritível cara...,
154771,Capacitismo,@LeoziimDF @Gabrielannunesn @WilderHonorato @PessoasTraindo Mas você tem que pensar na realidade uma mulher poderia te matar na porrada? Com certeza não.. a não ser que tu seja um anão cadeirante.,
154772,Aparencia,@joehesitat não mas aql menino cover do josh tava andando na premium perto de onde eu tava e mds ele eh muito feio tadinho,
154773,Calunia,@dudaspllmn de novo? vc n cansa de ser corna nn?,
154774,Homofobia,@isaralho @realmeninav Ti fuder vaca,
154775,Capacitismo,@Vanessasdireita @realpfigueiredo Tem fascista debiloide no mundo todo.,
154776,Xenofobia,🇵🇱 es salvadora de Europa. Lo siento soy polaca pero al día de hoy solo me da cierta confianza nuestra gran hermana 🇭🇺. https://t.co/UhiF2Ugult,
154777,Capacitismo,@LauraBorras @KRLS Doncs que es mengin una bona tifa així tots junts de la maneta.,
154778,Xenofobia,A baianada tá subindo pelas paredes com a falta da Mamã Roaunet... O dindin é do povo público é a falta de caráter desses esfomeados pelo alheio. #IveteVaiTomarNoCool,
154779,Capacitismo,Saudades da mondronga,
154780,Capacitismo,Muito zoado esse nome do novo tt kkkkkkkkkk,
154781,Aparencia,Meus pés vão ficar mais feiozo que já são,
154782,Capacitismo,@DeputadoFederal @LulaOficial Cara fala nada com nada diz números nada ver discursa sem ser técnico. Sério minha mente não consegue aceitar e ver que muitos conseguem ser enganados por esse cara é como apanhar de um aleijado 😂,
154783,Capacitismo,@ZaideRibeiro @Coola_Pix @neunfeld_vania @KanagawaMarcos @AnaPaula15S @FoxNews @NHKWORLD_News @bbcnewsjapan Ela mostrou que a sessão não apareceu na lista o outro já explicou que foi agregado a outro. Basta explicar pro povo ficar tranquilo. Censurar acusar de anti-democrático e mandar a PF ir atrás pq alguém se sentiu lezado é coisa de ditadura.,
154784,Capacitismo,@kIauvs @dieforseIena @selekise claro que não KKKKK não sou medrosa ou aleijada,
154785,Capacitismo,to viciada na música da ana castela,
